strategy,techns,salary,cost,revenue,proposal,assigned,worker,companies,clients,alltechns,stations
EASY,42,25.0,21000.0,28755.8,2520,1226,2520,9,234,1143,9
HARD,159,25.0,79500.0,52311.8,9429,2059,9540,9,234,1143,9
EASY,169,25.0,84500.0,50631.5,9574,2114,10140,9,234,1143,9
HARD,92,25.0,46000.0,12338.6,5310,462,5520,9,234,1143,9
EASY,169,25.0,84500.0,56017.1,9574,2332,10140,9,234,1143,9
HARD,92,25.0,46000.0,45163.6,5310,1743,5520,9,234,1143,9
HARD,92,25.0,46000.0,7472.0,5310,267,5520,9,234,1143,9
HARD,114,20.0,41040.0,9535.8,4702,366,6156,9,90,632,5
EASY,75,20.0,27000.0,5561.4,3655,230,4050,9,90,632,5
HARD,114,20.0,41040.0,17509.3,4702,698,6156,9,90,632,5
EASY,41,20.0,14760.0,7464.9,2145,322,2214,9,90,632,5
HARD,46,20.0,16560.0,24960.4,2466,975,2484,9,90,632,5
EASY,41,20.0,14760.0,7242.2,2145,312,2214,9,90,632,5
HARD,114,20.0,41040.0,37982.2,4702,1539,6156,9,90,632,5
EASY,41,20.0,14760.0,5223.4,2145,224,2214,9,90,632,5
HARD,46,20.0,16560.0,4527.5,2466,165,2484,9,90,632,5
HARD,189,47.0,124362.0,10801.5,5000,403,7938,5,120,612,8
EASY,43,47.0,28294.0,16833.4,1753,715,1806,5,120,612,8
HARD,189,47.0,124362.0,26475.1,5000,1037,7938,5,120,612,8
EASY,110,47.0,72380.0,27210.6,3962,1117,4620,5,120,612,8
HARD,81,47.0,53298.0,45628.1,3298,1785,3402,5,120,612,8
HARD,22,36.0,13464.0,4811.2,987,189,1122,8,55,672,5
EASY,60,36.0,36720.0,8844.3,2364,366,3060,8,55,672,5
EASY,60,36.0,36720.0,6183.8,2364,247,3060,8,55,672,5
EASY,60,36.0,36720.0,1233.5,2364,48,3060,8,55,672,5
HARD,76,36.0,46512.0,25969.4,2682,1041,3876,8,55,672,5
EASY,159,36.0,97308.0,3263.0,2775,124,8109,8,55,672,5
HARD,76,36.0,46512.0,11424.1,2682,452,3876,8,55,672,5
EASY,159,36.0,97308.0,7646.7,2775,308,8109,8,55,672,5
HARD,35,50.0,14000.0,3186.9,801,117,840,7,95,303,5
HARD,35,50.0,14000.0,11189.8,801,429,840,7,95,303,5
EASY,32,50.0,12800.0,5992.7,748,247,768,7,95,303,5
EASY,96,50.0,38400.0,10049.6,1947,392,2304,7,95,303,5
EASY,32,50.0,12800.0,10970.7,748,456,768,7,95,303,5
HARD,35,50.0,14000.0,5960.6,801,225,840,7,95,303,5
HARD,38,50.0,15200.0,10778.0,855,414,912,7,95,303,5
HARD,79,23.0,18170.0,8442.1,2319,311,2370,8,150,907,6
EASY,90,23.0,20700.0,4367.7,2565,183,2700,8,150,907,6
EASY,136,23.0,31280.0,5476.3,3609,209,4080,8,150,907,6
HARD,79,23.0,18170.0,9139.8,2319,352,2370,8,150,907,6
HARD,148,23.0,34040.0,20504.5,3984,838,4440,8,150,907,6
HARD,79,23.0,18170.0,8973.4,2319,337,2370,8,150,907,6
HARD,148,23.0,34040.0,19375.7,3984,771,4440,8,150,907,6
HARD,148,23.0,34040.0,35387.8,3984,1451,4440,8,150,907,6
EASY,47,45.0,23265.0,94.5,1486,4,1551,12,108,1458,6
EASY,144,45.0,71280.0,0.0,3490,0,4752,12,108,1458,6
EASY,144,45.0,71280.0,0.0,3490,0,4752,12,108,1458,6
HARD,133,45.0,65835.0,15590.1,3471,626,4389,12,108,1458,6
HARD,162,45.0,80190.0,16462.4,3551,664,5346,12,108,1458,6
EASY,47,45.0,23265.0,0.0,1486,0,1551,12,108,1458,6
EASY,144,45.0,71280.0,0.0,3490,0,4752,12,108,1458,6
HARD,133,45.0,65835.0,15115.9,3471,616,4389,12,108,1458,6
HARD,133,45.0,65835.0,8677.0,3471,321,4389,12,108,1458,6
HARD,162,45.0,80190.0,17755.0,3551,734,5346,12,108,1458,6
HARD,162,45.0,80190.0,15514.3,3551,606,5346,12,108,1458,6
EASY,47,45.0,23265.0,0.0,1486,0,1551,12,108,1458,6
HARD,79,35.0,44240.0,6772.0,3657,246,3792,8,208,677,8
EASY,112,35.0,62720.0,58621.0,5192,2426,5376,8,208,677,8
EASY,22,35.0,12320.0,3157.7,1056,132,1056,8,208,677,8
HARD,139,35.0,77840.0,55001.1,6652,2097,6672,8,208,677,8
HARD,79,35.0,44240.0,69658.3,3657,2640,3792,8,208,677,8
EASY,112,35.0,62720.0,9820.2,5192,384,5376,8,208,677,8
EASY,22,35.0,12320.0,6080.9,1056,257,1056,8,208,677,8
EASY,112,35.0,62720.0,50793.5,5192,2074,5376,8,208,677,8
HARD,92,43.0,67252.0,9353.7,4611,345,4692,8,196,785,7
HARD,92,43.0,67252.0,50531.9,4611,1968,4692,8,196,785,7
EASY,36,43.0,26316.0,29662.4,1836,1231,1836,8,196,785,7
HARD,128,43.0,93568.0,33527.5,6515,1334,6528,8,196,785,7
EASY,36,43.0,26316.0,25651.1,1836,1064,1836,8,196,785,7
EASY,181,43.0,132311.0,19876.7,8454,770,9231,8,196,785,7
HARD,128,43.0,93568.0,46400.4,6515,1859,6528,8,196,785,7
HARD,92,43.0,67252.0,37798.0,4611,1470,4692,8,196,785,7
HARD,119,46.0,60214.0,18429.3,3876,711,3927,9,196,875,7
HARD,94,46.0,47564.0,32977.9,3039,1278,3102,9,196,875,7
EASY,27,46.0,13662.0,9870.1,891,411,891,9,196,875,7
EASY,138,46.0,69828.0,17548.0,4293,724,4554,9,196,875,7
EASY,27,46.0,13662.0,13283.2,891,555,891,9,196,875,7
HARD,94,46.0,47564.0,11389.5,3039,429,3102,9,196,875,7
EASY,138,46.0,69828.0,21074.2,4293,854,4554,9,196,875,7
HARD,119,46.0,60214.0,29394.9,3876,1152,3927,9,196,875,7
HARD,119,46.0,60214.0,9711.0,3876,357,3927,9,196,875,7
HARD,63,26.0,16380.0,9449.7,1809,354,1890,8,162,799,9
EASY,126,26.0,32760.0,14104.6,3398,575,3780,8,162,799,9
HARD,95,26.0,24700.0,18723.9,2749,724,2850,8,162,799,9
EASY,126,26.0,32760.0,13103.8,3398,520,3780,8,162,799,9
EASY,84,26.0,21840.0,4376.6,2381,179,2520,8,162,799,9
EASY,126,26.0,32760.0,7586.0,3398,294,3780,8,162,799,9
HARD,95,26.0,24700.0,39185.2,2749,1518,2850,8,162,799,9
EASY,84,26.0,21840.0,14129.6,2381,596,2520,8,162,799,9
HARD,119,44.0,62832.0,9725.0,4083,357,4284,5,130,618,5
EASY,145,44.0,76560.0,38055.8,4495,1526,5220,5,130,618,5
EASY,33,44.0,17424.0,1375.0,1183,55,1188,5,130,618,5
HARD,176,44.0,92928.0,31322.6,4790,1215,6336,5,130,618,5
EASY,145,44.0,76560.0,41260.7,4495,1648,5220,5,130,618,5
EASY,29,49.0,24157.0,7106.8,1461,306,1479,9,117,612,9
EASY,29,49.0,24157.0,2676.3,1461,113,1479,9,117,612,9
HARD,103,49.0,85799.0,24857.2,4781,989,5253,9,117,612,9
EASY,68,49.0,56644.0,10343.5,3205,430,3468,9,117,612,9
HARD,103,49.0,85799.0,33149.3,4781,1327,5253,9,117,612,9
HARD,80,49.0,66640.0,9523.9,3938,365,4080,9,117,612,9
EASY,29,49.0,24157.0,3549.1,1461,151,1479,9,117,612,9
HARD,103,49.0,85799.0,49249.9,4781,1965,5253,9,117,612,9
EASY,68,49.0,56644.0,5196.3,3205,203,3468,9,117,612,9
HARD,47,35.0,19740.0,4628.7,1674,174,1692,10,128,889,8
HARD,47,35.0,19740.0,3655.6,1674,144,1692,10,128,889,8
EASY,164,35.0,68880.0,23125.3,4305,941,5904,10,128,889,8
HARD,72,35.0,30240.0,9039.2,2585,354,2592,10,128,889,8
HARD,72,35.0,30240.0,8896.0,2585,355,2592,10,128,889,8
EASY,40,35.0,16800.0,2344.5,1429,96,1440,10,128,889,8
EASY,164,35.0,68880.0,32350.3,4305,1303,5904,10,128,889,8
HARD,47,35.0,19740.0,4647.8,1674,180,1692,10,128,889,8
EASY,164,35.0,68880.0,10244.0,4305,389,5904,10,128,889,8
HARD,72,35.0,30240.0,11363.4,2585,459,2592,10,128,889,8
EASY,118,30.0,38940.0,2566.0,1087,98,3894,6,35,561,5
HARD,63,30.0,20790.0,7313.5,1082,296,2079,6,35,561,5
EASY,118,30.0,38940.0,3612.1,1087,147,3894,6,35,561,5
EASY,120,30.0,39600.0,3507.5,1087,140,3960,6,35,561,5
EASY,120,30.0,39600.0,6680.8,1087,261,3960,6,35,561,5
HARD,22,30.0,7260.0,3641.9,647,145,726,6,35,561,5
HARD,50,27.0,10800.0,6260.4,1176,239,1200,10,98,628,7
HARD,44,27.0,9504.0,4508.1,1056,180,1056,10,98,628,7
EASY,50,27.0,10800.0,7044.2,1130,292,1200,10,98,628,7
HARD,44,27.0,9504.0,4683.3,1056,182,1056,10,98,628,7
HARD,50,27.0,10800.0,5164.6,1176,204,1200,10,98,628,7
HARD,44,27.0,9504.0,6026.2,1056,227,1056,10,98,628,7
EASY,196,27.0,42336.0,8645.2,2277,331,4704,10,98,628,7
EASY,50,27.0,10800.0,8601.0,1130,357,1200,10,98,628,7
EASY,50,27.0,10800.0,3715.0,1130,146,1200,10,98,628,7
HARD,50,27.0,10800.0,3256.4,1176,128,1200,10,98,628,7
HARD,176,18.0,63360.0,4470.4,2522,171,10560,8,42,985,7
HARD,176,18.0,63360.0,19455.5,2522,817,10560,8,42,985,7
EASY,111,18.0,39960.0,4093.3,2522,163,6660,8,42,985,7
HARD,176,18.0,63360.0,7412.6,2522,294,10560,8,42,985,7
EASY,111,18.0,39960.0,6565.3,2522,255,6660,8,42,985,7
EASY,111,18.0,39960.0,1541.0,2522,57,6660,8,42,985,7
HARD,61,18.0,21960.0,12414.8,2407,512,3660,8,42,985,7
EASY,63,18.0,22680.0,6524.9,2333,253,3780,8,42,985,7
HARD,115,17.0,23460.0,6544.0,2568,241,4140,6,70,732,5
EASY,131,17.0,26724.0,4656.9,2577,193,4716,6,70,732,5
EASY,131,17.0,26724.0,4220.8,2577,174,4716,6,70,732,5
EASY,130,17.0,26520.0,3552.1,2577,146,4680,6,70,732,5
HARD,115,17.0,23460.0,35423.0,2568,1415,4140,6,70,732,5
HARD,110,17.0,22440.0,10357.9,2565,408,3960,6,70,732,5
EASY,99,43.0,55341.0,869.1,3772,35,3861,10,174,1220,6
EASY,103,43.0,57577.0,9146.6,3895,385,4017,10,174,1220,6
EASY,103,43.0,57577.0,8930.2,3895,374,4017,10,174,1220,6
EASY,99,43.0,55341.0,8802.8,3772,373,3861,10,174,1220,6
EASY,103,43.0,57577.0,8027.9,3895,339,4017,10,174,1220,6
EASY,99,43.0,55341.0,743.6,3772,30,3861,10,174,1220,6
HARD,198,43.0,110682.0,27418.5,6656,1081,7722,10,174,1220,6
HARD,20,43.0,11180.0,9074.4,708,342,780,10,174,1220,6
HARD,198,43.0,110682.0,13821.0,6656,516,7722,10,174,1220,6
HARD,198,43.0,110682.0,84253.2,6656,3357,7722,10,174,1220,6
EASY,151,15.0,29445.0,5006.0,2355,188,5889,6,56,772,8
EASY,37,15.0,7215.0,3929.0,1265,166,1443,6,56,772,8
EASY,151,15.0,29445.0,9048.0,2355,349,5889,6,56,772,8
HARD,99,15.0,19305.0,24098.9,2301,977,3861,6,56,772,8
EASY,151,15.0,29445.0,7295.9,2355,289,5889,6,56,772,8
HARD,183,15.0,35685.0,9755.2,2355,386,7137,6,56,772,8
HARD,128,29.0,11136.0,8352.0,785,314,1152,8,96,592,8
EASY,83,29.0,7221.0,1057.2,622,39,747,8,96,592,8
HARD,92,29.0,8004.0,6224.4,687,249,828,8,96,592,8
EASY,83,29.0,7221.0,2061.3,622,80,747,8,96,592,8
EASY,41,29.0,3567.0,0.0,358,0,369,8,96,592,8
EASY,41,29.0,3567.0,2195.0,358,87,369,8,96,592,8
EASY,83,29.0,7221.0,1459.2,622,57,747,8,96,592,8
EASY,41,29.0,3567.0,0.0,358,0,369,8,96,592,8
HARD,181,16.0,57920.0,12384.9,8900,465,10860,8,162,808,6
EASY,31,16.0,9920.0,6292.4,1858,271,1860,8,162,808,6
HARD,181,16.0,57920.0,46461.1,8900,1804,10860,8,162,808,6
EASY,88,16.0,28160.0,32192.3,5095,1345,5280,8,162,808,6
EASY,88,16.0,28160.0,35361.6,5095,1486,5280,8,162,808,6
HARD,27,16.0,8640.0,2552.6,1233,93,1620,8,162,808,6
HARD,181,16.0,57920.0,86108.7,8900,3442,10860,8,162,808,6
EASY,31,16.0,9920.0,6119.4,1858,263,1860,8,162,808,6
HARD,123,44.0,10824.0,8178.3,655,325,738,11,115,1743,5
HARD,193,44.0,16984.0,0.0,690,0,1158,11,115,1743,5
EASY,163,44.0,14344.0,0.0,690,0,978,11,115,1743,5
HARD,123,44.0,10824.0,0.0,655,0,738,11,115,1743,5
HARD,193,44.0,16984.0,0.0,690,0,1158,11,115,1743,5
EASY,163,44.0,14344.0,500.5,690,18,978,11,115,1743,5
HARD,123,44.0,10824.0,0.0,655,0,738,11,115,1743,5
EASY,153,44.0,13464.0,0.0,690,0,918,11,115,1743,5
EASY,153,44.0,13464.0,8864.0,690,335,918,11,115,1743,5
EASY,163,44.0,14344.0,0.0,690,0,978,11,115,1743,5
HARD,193,44.0,16984.0,285.0,690,12,1158,11,115,1743,5
HARD,169,47.0,55601.0,15633.3,3514,598,3549,11,232,1438,8
HARD,169,47.0,55601.0,11763.5,3514,472,3549,11,232,1438,8
EASY,56,47.0,18424.0,3586.8,1176,147,1176,11,232,1438,8
HARD,158,47.0,51982.0,22984.5,3277,891,3318,11,232,1438,8
HARD,169,47.0,55601.0,12952.3,3514,510,3549,11,232,1438,8
EASY,115,47.0,37835.0,5674.6,2342,223,2415,11,232,1438,8
EASY,115,47.0,37835.0,9204.8,2342,373,2415,11,232,1438,8
EASY,115,47.0,37835.0,9450.9,2342,379,2415,11,232,1438,8
HARD,158,47.0,51982.0,12872.9,3277,471,3318,11,232,1438,8
EASY,56,47.0,18424.0,11570.0,1176,487,1176,11,232,1438,8
HARD,158,47.0,51982.0,12434.5,3277,479,3318,11,232,1438,8
HARD,126,21.0,10584.0,11577.4,1401,440,1512,10,160,1102,8
HARD,74,21.0,6216.0,46.7,884,2,888,10,160,1102,8
HARD,74,21.0,6216.0,1343.2,884,51,888,10,160,1102,8
EASY,108,21.0,9072.0,3139.0,1197,125,1296,10,160,1102,8
HARD,126,21.0,10584.0,8462.6,1401,342,1512,10,160,1102,8
HARD,74,21.0,6216.0,4411.4,884,168,888,10,160,1102,8
EASY,108,21.0,9072.0,2495.1,1197,102,1296,10,160,1102,8
EASY,143,21.0,12012.0,3325.8,1455,138,1716,10,160,1102,8
HARD,126,21.0,10584.0,10095.0,1401,370,1512,10,160,1102,8
EASY,143,21.0,12012.0,2342.2,1455,98,1716,10,160,1102,8
EASY,142,49.0,132202.0,5667.0,6968,220,8094,10,153,873,9
EASY,72,49.0,67032.0,23010.1,3934,966,4104,10,153,873,9
